landcover_name,percentage
Deciduous Broadleaf forest,0.2883422109993365
Woody savannas,0.2989531911970703
Grasslands,5.7194766499713126
Croplands,6.9396653860477695
Urban and built-up,85.632635564528
Water Bodies,1.3102224914130687
